epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,9626.09,0.61358,0.36014,0.83788,0.74855,0.59747,0.60598,0.53198,1.26226,1.26447,1.13811,0.0013375,0.0013375,0.0013375
177,9680.59,0.60859,0.35536,0.8394,0.74636,0.59551,0.60517,0.53083,1.26045,1.26329,1.13796,0.001288,0.001288,0.001288
178,9733.47,0.60754,0.35687,0.83607,0.74563,0.59436,0.60397,0.53176,1.2601,1.26739,1.13856,0.0012385,0.0012385,0.0012385
179,9786.62,0.5962,0.35376,0.83497,0.74874,0.59301,0.60073,0.52755,1.25882,1.27091,1.13794,0.001189,0.001189,0.001189
180,9841.13,0.5891,0.34872,0.83395,0.74846,0.59172,0.60618,0.53118,1.25759,1.27047,1.13898,0.0011395,0.0011395,0.0011395
181,9894.74,0.59506,0.35331,0.83534,0.74291,0.59561,0.60004,0.52418,1.25878,1.26798,1.14087,0.00109,0.00109,0.00109
182,9948.76,0.58252,0.34591,0.83171,0.73418,0.60443,0.59947,0.52635,1.25874,1.27292,1.14109,0.0010405,0.0010405,0.0010405
183,10003.7,0.5864,0.34739,0.83612,0.73951,0.59842,0.60427,0.53124,1.2573,1.27736,1.14093,0.000991,0.000991,0.000991
184,10057.7,0.58597,0.3439,0.83124,0.73434,0.60383,0.60273,0.53191,1.25656,1.28221,1.14189,0.0009415,0.0009415,0.0009415
185,10111.6,0.57289,0.34053,0.82916,0.74055,0.6027,0.60485,0.5325,1.25491,1.28288,1.14221,0.000892,0.000892,0.000892
186,10165.6,0.57768,0.34048,0.83225,0.74996,0.59631,0.60716,0.53362,1.25458,1.28698,1.14308,0.0008425,0.0008425,0.0008425
187,10220.2,0.57346,0.3409,0.83155,0.75215,0.59692,0.60328,0.52756,1.25354,1.28595,1.14279,0.000793,0.000793,0.000793
188,10273.7,0.56916,0.33191,0.83066,0.75066,0.60006,0.6027,0.52724,1.25236,1.28832,1.14254,0.0007435,0.0007435,0.0007435
189,10327.4,0.56851,0.33759,0.82776,0.75042,0.59732,0.60771,0.5306,1.25284,1.28709,1.14289,0.000694,0.000694,0.000694
190,10381.7,0.56588,0.33493,0.82888,0.752,0.59683,0.60826,0.53218,1.25138,1.28715,1.1428,0.0006445,0.0006445,0.0006445
191,10437.7,0.53965,0.29913,0.81811,0.74284,0.59726,0.60638,0.52943,1.25237,1.28657,1.14365,0.000595,0.000595,0.000595
192,10491.2,0.51902,0.2859,0.81362,0.7451,0.59602,0.6042,0.52934,1.25162,1.28607,1.14295,0.0005455,0.0005455,0.0005455
193,10544.2,0.50532,0.28123,0.80903,0.74275,0.59631,0.60123,0.52615,1.25075,1.28583,1.14218,0.000496,0.000496,0.000496
194,10598.4,0.49222,0.27275,0.80724,0.74157,0.59527,0.60182,0.52719,1.25018,1.28819,1.14242,0.0004465,0.0004465,0.0004465
195,10651.5,0.49722,0.28314,0.80816,0.74411,0.59541,0.60232,0.53017,1.24868,1.29122,1.14164,0.000397,0.000397,0.000397
196,10704.9,0.49614,0.2791,0.80968,0.74542,0.59315,0.60199,0.52968,1.24786,1.29367,1.14168,0.0003475,0.0003475,0.0003475
197,10758.9,0.48785,0.27092,0.80602,0.74984,0.59178,0.60197,0.52781,1.24676,1.29545,1.1414,0.000298,0.000298,0.000298
198,10811.9,0.48952,0.27409,0.80736,0.74994,0.59066,0.60142,0.5285,1.24599,1.29844,1.14179,0.0002485,0.0002485,0.0002485
199,10864.3,0.48565,0.28268,0.81051,0.74992,0.59123,0.60089,0.52891,1.24494,1.30066,1.14222,0.000199,0.000199,0.000199
200,10916.9,0.4759,0.26646,0.80731,0.74981,0.59146,0.60058,0.53114,1.24409,1.3026,1.14215,0.0001495,0.0001495,0.0001495
